College,Role,City type,College_T1,College_T2,Role_Manager,City_Metro,previous CTC,previous job changes,Graduation marks,Exp,Actual CTC,Predicted CTC,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Tier 1,Manager,Metro,1,0,1,1,50292,1,49,42,85106.53113550763,93957.15689705238,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,60081,2,41,62,75901.99050872536,80079.7566094005,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52897,4,49,56,82030.46172007322,79130.19900138455,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,52642,1,84,19,63601.24460526729,64863.328074926634,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,50843,3,45,30,67351.02288440759,81328.43504261368,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56192,2,50,60,81955.26302228475,77758.37440829547,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,58100,4,67,56,67700.67023584174,72751.26280411944,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,47928,3,83,28,92828.33435348638,65452.37378455127,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,50000,4,37,18,64431.36680570558,58295.904644497205,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,59968,3,85,27,55221.35838006814,69283.33377861333,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57102,3,49,18,66958.60140830735,67101.66199019577,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51617,3,47,19,71871.0050703739,64857.560696372886,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57304,2,85,47,93477.16505101128,74793.28068864318,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,53736,4,45,54,79771.46399366796,98439.54042872392,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,51073,2,45,61,86575.64706470339,94578.51195682047,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,50138,3,70,24,95813.53127347096,88970.37562465333,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,63654,2,56,25,75793.14006375626,71448.8120509383,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57408,1,83,21,56636.897001492594,66707.26898986215,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,55569,4,69,23,65668.71854286832,66174.77890554696,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,63988,2,79,63,80614.98142187638,81502.13104189263,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,61721,2,45,49,70220.51675113836,76006.44685556764,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,59669,2,81,18,53921.10989180811,62793.114975109704,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,65851,2,60,51,75572.87711024439,79802.13351305676,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,62411,4,42,48,77207.69969505882,81403.84826643264,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55412,1,68,31,60710.05941529818,69854.68225092263,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,43715,1,78,54,75143.25117662622,65865.770888287,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54231,1,62,19,76382.82035864527,70271.8049621894,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,64433,3,46,44,111735.7598219197,91209.89058865633,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,55232,1,80,53,65540.32296508689,74956.6768952029,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61583,3,52,19,67531.1549623188,69407.84004845709,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,46532,2,83,61,75598.31505893209,68033.55410995134,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53540,1,67,18,69264.00119361011,65597.12357298887,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64566,3,81,61,89477.53869488231,85794.80851669624,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,48681,4,81,21,82925.11795046358,87415.08472120021,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56554,1,74,20,76083.29728102729,71572.23539436207,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51206,3,53,31,68596.73920291843,67798.5174530943,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52435,1,55,45,74170.12969774872,76270.08246554944,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,50155,4,39,44,59306.19076485702,65168.70367603613,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64187,4,39,62,67432.58958339872,81800.78076815768,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,59413,1,82,29,95450.98208480248,94661.01948550789,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,46707,3,47,43,72730.05403585915,72979.7252698864,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,47277,3,59,51,83631.77011793591,89251.9201819273,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,58500,2,35,19,96401.16400968737,86140.64902670344,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57730,3,77,38,64151.3698403412,67068.30943060081,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,51923,2,62,37,78114.294480351,69209.76227898891,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,51612,2,37,22,60924.86287400742,65191.65197023101,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,43980,3,77,21,71338.3862808113,61275.41685639825,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,45394,4,60,24,65139.48509306751,63211.43446755973,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55176,4,35,57,69100.45859519864,76376.64712763812,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56245,2,45,56,86927.85869758946,80832.2762581468,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,59043,2,49,27,69219.32577519992,69014.02665311957,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48766,4,37,51,73707.10083376551,75955.36609748489,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58626,4,61,19,76788.27179050106,72042.08284023407,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,52001,2,49,39,85600.10097995587,93872.92808086779,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59352,4,43,58,85744.0369859844,82619.69313474093,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,64052,3,52,20,91330.56847515388,69386.72077766084,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57344,4,38,45,68928.96459862351,73671.2741810008,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54246,1,64,35,71387.97675197579,70376.30087309529,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51942,3,44,31,66988.10172967505,72240.1361646512,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56726,2,58,50,92894.43630424063,75368.84353969163,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,67851,3,37,32,67278.34894162756,70210.1762332181,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,62959,3,49,51,79975.83008994737,78420.10436575716,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,60621,1,56,38,61501.13505265307,68595.7399147017,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,53839,4,67,42,100719.01295942813,89801.59091882099,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,59229,3,85,18,61871.80276459845,62502.696040785435,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54598,4,42,19,74819.0856293452,61514.09650582017,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51247,4,73,51,71395.14661260221,72931.08430177414,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,69245,1,46,46,76576.49520839976,84242.31875790248,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,45520,2,75,18,59940.203609590506,65916.57692175946,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,65606,1,35,57,101280.17442976657,99420.42723257172,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59206,2,63,62,73927.15250783703,79634.7433559727,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,50418,4,84,59,82172.24001720177,73210.86508561863,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62251,2,56,37,80040.48582076757,73085.46883204728,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,67078,3,62,64,81452.0386404235,82268.85506164652,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56981,1,35,38,68630.85523450743,76558.51608460423,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64976,2,68,33,79118.63765386892,74673.7159349898,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59392,2,80,46,77197.29009881729,75497.11817865877,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,52617,1,75,46,70505.64780559327,66988.7276761869,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,51484,3,51,53,87095.67469329585,72275.95257628479,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,62724,1,81,34,61484.31068317595,73959.57276258,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57844,2,42,20,65493.394643207546,62560.62257285915,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,58479,1,62,63,74974.14021482306,74147.55862117905,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,73856,1,75,54,121362.72968584586,98242.61569238265,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60126,1,44,54,66575.28527111346,77530.93344548122,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,49947,2,56,49,85975.89771429024,90899.75205949455,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63402,1,44,28,67244.49917829863,76860.83520491002,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,66956,4,59,54,69163.01898244067,80933.17816472167,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50975,2,65,25,63470.59549638499,66178.84225295257,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,70528,2,46,43,103308.59561140726,93818.14650498528,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58773,3,39,63,78733.50424424805,83752.65213685895,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,52160,3,40,32,59944.467673579384,63023.92604586319,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,46289,4,85,62,80727.84431595274,77603.98495270123,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,60421,1,65,52,69957.72416653323,73013.22956829425,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,65688,1,48,25,86779.89976293655,73026.9174117894,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,44223,1,73,28,60276.98929219459,68025.75698508766,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57888,1,79,46,69644.58520242061,78978.4582790652,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,61457,2,37,34,62905.325332712986,71975.36824201925,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,55713,1,53,35,91461.53187065701,85874.00346945557,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56519,1,64,19,68107.12216050082,66677.99384420371,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,46264,3,52,46,59944.18964191254,64828.85502217722,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61984,1,55,54,73132.19288016681,78909.00620824033,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53585,4,83,27,66902.35429949702,71784.848840674,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,69993,2,66,50,77519.71685119673,80010.87461994973,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55083,4,78,18,64807.83445054699,60538.72745653661,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54624,3,40,19,64539.458730112165,61611.0140423948,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,69272,1,52,38,74082.96775107202,73425.06070315596,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,54790,3,37,41,74176.3833354575,71538.49581828999,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55440,1,48,49,64550.68503616969,74619.85011062844,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,64558,3,47,48,99734.64307336266,97261.2339641067,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50385,4,67,31,70422.3223118964,67313.47412957362,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61828,3,42,18,68584.06315836293,63779.19507264224,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,71543,4,82,30,61366.78400804338,71203.87178082527,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,60757,3,48,62,85245.00553942918,80293.93286999787,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64225,4,43,57,80470.63828699032,80501.22544913266,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55470,3,36,58,68557.78341591646,72215.14456179996,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,47049,4,65,22,57010.86344106104,62022.39150015902,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,59101,3,56,31,113843.16022920204,90846.00572103099,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55453,3,67,52,71105.70561786967,79297.21381224052,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44848,3,41,25,65897.66983541317,63342.84792522133,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48183,4,35,59,73716.84788604622,77786.77401848015,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,52782,1,56,19,62989.37647061563,64984.17477008543,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,69431,1,49,39,66323.21744678608,76989.71336449712,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,51589,4,41,32,78048.35037142818,62679.645700251654,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48860,4,67,19,65236.17679914578,67561.0154269861,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,50087,1,82,33,59009.519932625,62413.84596163748,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49047,3,40,21,74563.83496409215,68305.83818748937,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,56231,1,74,34,92698.55903775596,85806.6854112785,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61046,4,60,61,77981.8773358209,80059.11254316026,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57851,1,79,38,61211.79394401077,67281.55096059729,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57087,4,57,58,78324.59144533462,77468.26764036801,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,48844,2,78,47,70576.10938238038,70386.03572256281,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,51214,2,54,20,59565.94106457234,63588.98900114952,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,49750,4,70,21,65081.36147359174,83839.9892411637,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,68145,3,84,41,64093.95909422859,76691.8686338398,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55675,1,46,46,76864.51707260788,73946.1422061946,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53388,2,61,42,70286.84607018389,66241.89724071525,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57584,4,44,34,73572.31569994455,71439.66282286245,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56087,3,85,43,74611.23051543508,77194.92950711859,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,65165,1,79,52,100742.2946145609,75155.68178864958,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61095,1,54,18,53472.60322831882,63581.36847774784,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,55522,3,38,51,79954.3608205434,74489.09375640313,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54823,2,64,56,78933.3933554911,76056.46584367933,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,62830,4,51,64,83153.12946688,76179.74827970486,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,54550,1,53,19,73581.56951839357,81153.55432658498,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,54662,3,74,51,70751.48120639978,69073.44708271106,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49239,4,45,27,63459.163764078796,65786.61659054944,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,53652,2,68,59,82182.85908988604,91101.90541106707,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50659,3,63,28,77372.87862009712,70829.20761826419,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,59169,4,51,30,95875.83335980041,94631.10677630558,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,56043,1,44,47,62426.38545832508,68881.09090639203,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59528,2,35,38,65621.20561208199,73556.47840197443,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54324,2,74,18,65404.56556085662,65860.72039057355,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,40574,2,66,34,62314.987228165075,63773.23800663814,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,60511,4,56,20,55486.61397136686,63590.71613514944,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,61626,3,42,47,102099.90517415863,90718.82486828684,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56704,4,73,56,77326.30491062412,76737.02739780748,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,55507,3,68,49,81770.12552379686,97975.43474769166,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,63071,2,60,19,95369.34519856844,84095.05413938756,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,60356,4,51,55,77809.72220716998,78191.0231676744,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55650,4,75,30,62505.95339165075,73531.31121632893,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,55291,3,56,37,102592.89266378738,94759.73198968856,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50234,3,42,49,75835.3382371138,72087.8358810755,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,57309,2,44,18,108840.13183142734,90814.90162580885,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,49801,1,40,59,78467.44476351594,74123.18071146414,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53160,1,46,29,62498.775076390135,63708.51563007915,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51698,1,67,36,82885.0941567008,73552.5994332332,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,69671,3,36,33,67675.98977162778,75393.37362343959,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,62309,4,61,58,87098.07492602082,83936.30631745963,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,62634,1,56,44,99438.63137744923,91390.85151730894,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64138,4,35,53,72864.74499609602,83517.14750794778,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51339,3,75,24,72905.04706935791,70068.97277245566,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,56337,3,78,29,69201.42474745195,64072.94988550186,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,47655,2,80,40,76955.42031111775,72642.26986417925,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63372,3,43,51,82767.25436208308,82707.83511015461,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63512,3,43,64,85418.25339926648,86174.86244994085,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,47893,1,53,19,66799.88813135956,58666.48817905558,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,63895,1,80,35,83672.86359495978,74759.21412732644,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,52623,1,47,39,80856.10877838264,94242.57387637244,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,58616,4,38,56,70153.22498692392,76270.23850806087,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,65363,3,79,33,73418.48088837082,78834.10967307589,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,53149,1,71,42,84130.43479188898,90583.15960576755,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56350,4,37,61,83817.75113604631,82043.45178244259,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57901,4,82,23,70462.30150812161,63991.48902765698,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,56632,2,46,43,85006.87988141263,72105.10533185715,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53453,1,39,48,73023.46144686667,77553.66371427022,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,53821,2,63,39,74467.29897098283,70599.78771358659,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,45986,4,55,40,73401.83394892277,67680.73511849294,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54357,3,54,18,77579.3061522843,69921.9914293238,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61409,3,77,58,78989.15857748399,79486.40988815766,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,66330,4,44,49,68736.40913732143,73869.03963206538,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,64649,3,47,53,79999.26287904628,74221.76372628416,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,52136,4,77,48,63749.72988334658,67045.2079018264,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,60103,3,74,45,74810.6588020053,69992.63782991326,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,62521,1,70,59,77733.2728429076,74933.87926907222,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,49103,1,80,52,81128.87705246042,86382.02589632393,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,71328,1,65,26,77695.8346042267,75835.059757077,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58953,4,46,27,64535.00030995234,69679.52941364216,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59927,2,51,48,87640.58488814389,76324.27681963994,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49840,3,37,57,69511.74556313684,74011.8136707459,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,67431,3,46,37,66775.80464653476,75395.14075715074,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,45910,3,44,57,82368.08299634003,66699.98912512112,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,51683,3,55,32,62070.14711195359,68274.50208547489,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,54298,4,44,18,69619.85347057579,64335.03910674999,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,49209,3,59,64,78320.20743973645,89452.38760370185,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,62631,2,68,43,105727.87007089121,94246.45693768328,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55394,1,61,49,79057.80736594582,78659.01215949659,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,57876,2,39,40,99227.71424227738,88120.04701668385,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,60476,1,85,62,113212.07480504243,103779.65435418482,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53787,2,42,40,66886.62886544796,65939.47720128196,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,59116,1,81,30,63751.996398288546,69848.79979082322,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53671,2,65,29,68221.29245146198,68459.5915265753,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,55289,2,75,36,60479.665066505324,69599.37553404675,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,52987,1,52,41,68586.39869224091,65895.849855649,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,71473,4,84,44,92655.27607018591,94273.35202538382,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,45893,3,70,45,66715.59975809835,68447.39154410314,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,63091,3,68,55,77143.38865467168,73989.77204430531,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,56830,1,84,60,108471.67710494915,96953.00921237361,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64221,1,55,56,91904.16502840706,84542.76033049857,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50761,2,62,49,72795.43905965237,67732.65582764195,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44663,1,61,21,67584.07113960329,62332.49544013037,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,47451,1,44,19,64086.37431775404,67205.79558166959,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,60917,3,69,39,101886.27827375659,97831.34626005909,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47576,4,68,53,66654.11484491745,71234.75190055286,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,40632,2,61,33,71017.54121450236,63548.15206439209,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53942,1,44,53,79333.45634102458,79076.12136564133,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50105,4,74,42,76594.04464123416,74137.15687769698,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,63562,3,41,40,79720.01898520808,74420.13419105508,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49275,3,38,47,84809.16555818294,71133.57862756492,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,52857,2,49,27,87581.32667867372,85624.16489890698,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52889,2,80,21,61991.122096514395,70063.77422235308,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63893,3,73,47,79299.73640725181,81838.33885843068,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58001,1,82,20,63021.1773408038,67581.41678083042,,,,,,,,,,,
